a,b,c
Occ,Disin,106.3234684
Occ,Quimi,99.5246423
Occ,Phar,35.3075
Occ,Alc,103.2335729
Occ,Occ,0
Occ,Car,130.9753376
Occ,Lib,151.6592725
Occ,Cal,64.6675
Occ,Fab,116.963
Occ,Mul,78.153
Occ,Sab,69.72840606
Occ,Boy,113.5111398
Occ,Med,102.2093923
Occ,Yum,1.23475
Occ,Cart,45.01425
Occ,Iba,115.7484901
Occ,CV1,166.7708898
Occ,CV2,95.29447646
Occ,CV3,90.94346657
Occ,Oli1,133.3801989
Occ,Oli2,108.2779793
Occ,Oli3,93.30512048
Occ,Disf,102.4920729
Occ,Audi,103.3974684
Occ,Caf1,111.6110981
Occ,Caf2,63.19391111
Occ,Caf3,87.33982958
Occ,Col1,101.4728923
Occ,Col2,110.0924684
Occ,Col3,64.5165
Occ,Comp1,104.9047184
Occ,Comp2,6.1995
Occ,Comp3,105.7557184
Occ,Sura1,110.7141423
Occ,Sura2,51.4135
Occ,San1,110.4359005
Occ,San2,29.5215
Occ,SV1,110.231553
Occ,SV2,164.2911989
Occ,SV3,77.00135071
Occ,San_F,106.5055
Occ,San_J,34.46025
Occ,JMH,103.17275
Occ,Duit,125.5021398
Occ,Nar,96.21525
Occ,Ller,115.0219901
Occ,Urib,100.0128923
Occ,Mede,105.0692184
Occ,Padu,48.8555
Car,Disin,104.8106553
Car,Quimi,119.99675
Car,Phar,127.0256803
Car,Alc,146.4770387
Car,Occ,126.82946
Car,Car,0
Car,Lib,81.58375
Car,Cal,121.8278007
Car,Fab,175.5769042
Car,Mul,165.967427
Car,Sab,120.244147
Car,Boy,140.8761553
Car,Med,117.15075
Car,Yum,128.06421
Car,Cart,136.8051481
Car,Iba,114.235677
Car,CV1,175.0940875
Car,CV2,105.1089003
Car,CV3,112.9809328
Car,Oli1,59.6085
Car,Oli2,29.959
Car,Oli3,91.18841616
Car,Disf,145.7355387
Car,Audi,101.8846553
Car,Caf1,110.0982851
Car,Caf2,61.68109807
Car,Caf3,85.63150117
Car,Col1,118.5115
Car,Col2,108.5796553
Car,Col3,121.2683007
Car,Comp1,103.3919053
Car,Comp2,133.02896
Car,Comp3,104.2429053
Car,Sura1,121.425
Car,Sura2,135.2613007
Car,San1,108.9230875
Car,San2,146.3881457
Car,SV1,79.741
Car,SV2,43.4965
Car,SV3,98.66970274
Car,San_F,116.6238143
Car,San_J,127.8876803
Car,JMH,122.6354629
Car,Duit,151.0647639
Car,Nar,158.3433052
Car,Ller,113.509177
Car,Urib,119.9345
Car,Mede,103.5564053
Car,Padu,164.5284303
Lib,Disin,138.4983693
Lib,Quimi,111.7271027
Lib,Phar,136.6073995
Lib,Alc,115.4360333
Lib,Occ,151.6592725
Lib,Car,81.54125
Lib,Lib,0
Lib,Cal,129.3409197
Lib,Fab,140.7777747
Lib,Mul,182.5104697
Lib,Sab,81.93086642
Lib,Boy,125.7136001
Lib,Med,114.4118527
Lib,Yum,152.8940225
Lib,Cart,149.3106697
Lib,Iba,147.923391
Lib,CV1,177.8515963
Lib,CV2,94.99970166
Lib,CV3,96.29102478
Lib,Oli1,26.58625
Lib,Oli2,110.873
Lib,Oli3,112.991668
Lib,Disf,114.6945333
Lib,Audi,135.5723693
Lib,Caf1,143.785999
Lib,Caf2,95.36881202
Lib,Caf3,89.30212115
Lib,Col1,113.6753527
Lib,Col2,142.2673693
Lib,Col3,128.7814197
Lib,Comp1,137.0796193
Lib,Comp2,157.8587725
Lib,Comp3,137.9306193
Lib,Sura1,122.9166027
Lib,Sura2,142.7744197
Lib,San1,142.6108014
Lib,San2,156.6339622
Lib,SV1,63.7445
Lib,SV2,57.49725
Lib,SV3,164.0292101
Lib,San_F,135.4935146
Lib,San_J,135.5586495
Lib,JMH,156.2050247
Lib,Duit,137.7046001
Lib,Nar,120.0300247
Lib,Ller,147.196891
Lib,Urib,112.2153527
Lib,Mede,137.2441193
Lib,Padu,154.4546766
Cal,Disin,74.005
Cal,Quimi,46.86875
Cal,Phar,97.87325
Cal,Alc,83.38628657
Cal,Occ,65.4685
Cal,Car,124.2883969
Cal,Lib,131.8119861
Cal,Cal,0
Cal,Fab,108.728028
Cal,Mul,107.0825
Cal,Sab,49.88111971
Cal,Boy,93.66385341
Cal,Med,49.4125
Cal,Yum,64.2365
Cal,Cart,20.679
Cal,Iba,59.08425
Cal,CV1,146.9236034
Cal,CV2,65.8923376
Cal,CV3,74.68263641
Cal,Oli1,126.6932582
Cal,Oli2,101.5910386
Cal,Oli3,80.94192131
Cal,Disf,82.64478657
Cal,Audi,74.53175
Cal,Caf1,101.2621587
Cal,Caf2,56.50697044
Cal,Caf3,39.57950561
Cal,Col1,48.6765
Cal,Col2,71.82825
Cal,Col3,0.495
Cal,Comp1,73.86825
Cal,Comp2,70.528
Cal,Comp3,74.41275
Cal,Sura1,57.91775
Cal,Sura2,14.13875
Cal,San1,101.90475
Cal,San2,76.56825
Cal,SV1,90.38426667
Cal,SV2,157.6042582
Cal,SV3,99.03035748
Cal,San_F,75.846
Cal,San_J,97.026
Cal,JMH,117.4613352
Cal,Duit,105.6548534
Cal,Nar,87.98027799
Cal,Ller,58.5025
Cal,Urib,47.11875
Cal,Mede,75.1735
Cal,Padu,108.43675
Fab,Disin,138.3393353
Fab,Quimi,88.67414451
Fab,Phar,82.1375
Fab,Alc,92.38307513
Fab,Occ,117.611
Fab,Car,176.1568701
Fab,Lib,140.8087747
Fab,Cal,108.759028
Fab,Fab,0
Fab,Mul,135.48875
Fab,Sab,58.87790827
Fab,Boy,102.660642
Fab,Med,91.35889451
Fab,Yum,118.45525
Fab,Cart,129.438028
Fab,Iba,161.4393678
Fab,CV1,155.920392
Fab,CV2,76.92652207
Fab,CV3,77.58500085
Fab,Oli1,167.3950247
Fab,Oli2,153.968857
Fab,Oli3,80.16906362
Fab,Disf,91.64157513
Fab,Audi,141.2590853
Fab,Caf1,141.8810751
Fab,Caf2,108.8847888
Fab,Caf3,111.4792677
Fab,Col1,90.62239451
Fab,Col2,138.881892
Fab,Col3,109.254028
Fab,Comp1,140.4068353
Fab,Comp2,110.827
Fab,Comp3,141.8800853
Fab,Sura1,99.86364451
Fab,Sura2,122.897778
Fab,San1,144.7923966
Fab,San2,133.581004
Fab,SV1,99.38105523
Fab,SV2,173.7753999
Fab,SV3,99.95329391
Fab,San_F,112.4405565
Fab,San_J,82.9995
Fab,JMH,56.5035
Fab,Duit,114.651642
Fab,Nar,20.77875
Fab,Ller,160.7128678
Fab,Urib,89.16239451
Fab,Mede,140.0298353
Fab,Padu,114.7005
Mul,Disin,78.39825
Mul,Quimi,132.6885464
Mul,Phar,67.80625
Mul,Alc,136.397477
Mul,Occ,79.43325
Mul,Car,169.2726015
Mul,Lib,175.5638385
Mul,Cal,96.441
Mul,Fab,135.37
Mul,Mul,0
Mul,Sab,102.8923102
Mul,Boy,114.89
Mul,Med,135.3732964
Mul,Yum,80.668
Mul,Cart,88.993
Mul,Iba,52.981
Mul,CV1,166.9667123
Mul,CV2,70.00861443
Mul,CV3,122.3991132
Mul,Oli1,171.6774628
Mul,Oli2,146.5752432
Mul,Oli3,107.5557417
Mul,Disf,135.655977
Mul,Audi,76.4705
Mul,Caf1,149.908362
Mul,Caf2,101.491175
Mul,Caf3,104.5613601
Mul,Col1,134.6367964
Mul,Col2,81.8775
Mul,Col3,96.29
Mul,Comp1,77.13725
Mul,Comp2,77.017
Mul,Comp3,78.45425
Mul,Sura1,140.931
Mul,Sura2,83.44575
Mul,San1,100.82825
Mul,San2,107.70875
Mul,SV1,143.3954571
Mul,SV2,200.3390412
Mul,SV3,116.6307473
Mul,San_F,144.16
Mul,San_J,66.95875
Mul,JMH,79.29475
Mul,Duit,126.43
Mul,Nar,115.05125
Mul,Ller,52.2545
Mul,Urib,133.1767964
Mul,Mede,77.07775
Mul,Padu,30.3685
Sab,Disin,82.61423369
Sab,Quimi,29.79623624
Sab,Phar,54.67653308
Sab,Alc,33.50516686
Sab,Occ,69.72840606
Sab,Car,120.303647
Sab,Lib,81.93086642
Sab,Cal,49.88111971
Sab,Fab,58.84690827
Sab,Mul,102.8343102
Sab,Sab,0
Sab,Boy,43.78273369
Sab,Med,32.48098624
Sab,Yum,70.96315606
Sab,Cart,70.56011971
Sab,Iba,108.9653697
Sab,CV1,97.04248369
Sab,CV2,104.7114509
Sab,CV3,64.14735212
Sab,Oli1,108.5171164
Sab,Oli2,133.6017362
Sab,Oli3,31.0608016
Sab,Disf,32.76366686
Sab,Audi,84.45073369
Sab,Caf1,83.00316686
Sab,Caf2,106.3076558
Sab,Caf3,83.3651932
Sab,Col1,31.74448624
Sab,Col2,80.00398369
Sab,Col3,50.37611971
Sab,Comp1,83.84148369
Sab,Comp2,75.92790606
Sab,Comp3,85.81923369
Sab,Sura1,40.98573624
Sab,Sura2,64.01986971
Sab,San1,95.6841346
Sab,San2,74.70309577
Sab,SV1,40.50314695
Sab,SV2,124.6671379
Sab,SV3,82.09834372
Sab,San_F,53.56264819
Sab,San_J,53.62778308
Sab,JMH,74.27415827
Sab,Duit,55.77373369
Sab,Nar,38.09915827
Sab,Ller,108.3836197
Sab,Urib,30.28448624
Sab,Mede,83.96873369
Sab,Padu,72.52381016
Boy,Disin,38.8315
Boy,Quimi,73.57896993
Boy,Phar,98.45926677
Boy,Alc,71.152
Boy,Occ,113.5111398
Boy,Car,145.4366991
Boy,Lib,125.7136001
Boy,Cal,93.66385341
Boy,Fab,102.629642
Boy,Mul,116.50025
Boy,Sab,43.78273369
Boy,Boy,0
Boy,Med,76.26371993
Boy,Yum,114.7458898
Boy,Cart,114.3428534
Boy,Iba,87.87725
Boy,CV1,53.25975
Boy,CV2,81.79446883
Boy,CV3,67.19075595
Boy,Oli1,147.8415604
Boy,Oli2,122.7393408
Boy,Oli3,74.84353529
Boy,Disf,70.60925
Boy,Audi,40.668
Boy,Caf1,102.872
Boy,Caf2,77.65527266
Boy,Caf3,97.92321097
Boy,Col1,75.52721993
Boy,Col2,36.22125
Boy,Col3,94.15885341
Boy,Comp1,40.05875
Boy,Comp2,119.7106398
Boy,Comp3,42.0365
Boy,Sura1,84.76846993
Boy,Sura2,107.8026034
Boy,San1,67.3045
Boy,San2,118.4858295
Boy,SV1,84.28588065
Boy,SV2,168.4498716
Boy,SV3,77.06399727
Boy,San_F,97.34538189
Boy,San_J,97.41051677
Boy,JMH,118.056892
Boy,Duit,11.991
Boy,Nar,81.88189197
Boy,Ller,87.15075
Boy,Urib,74.06721993
Boy,Mede,40.186
Boy,Padu,116.3065439
Med,Disin,90.88839891
Med,Quimi,3.089
Med,Phar,87.56176932
Med,Alc,66.3904031
Med,Occ,102.6136423
Med,Car,117.0105
Med,Lib,114.8161027
Med,Cal,49.47275
Med,Fab,91.73214451
Med,Mul,135.7195464
Med,Sab,32.88523624
Med,Boy,76.66796993
Med,Med,0
Med,Yum,103.8483923
Med,Cart,60.82825
Med,Iba,103.6675
Med,CV1,129.9277199
Med,CV2,78.00421465
Med,CV3,84.89512142
Med,Oli1,141.4023527
Med,Oli2,101.2735
Med,Oli3,63.94603784
Med,Disf,65.6489031
Med,Audi,93.80814891
Med,Caf1,115.8884031
Med,Caf2,82.59636095
Med,Caf3,71.20651485
Med,Col1,1.6805
Med,Col2,96.55214891
Med,Col3,49.32175
Med,Comp1,92.95589891
Med,Comp2,108.8131423
Med,Comp3,94.42914891
Med,Sura1,11.38975
Med,Sura2,54.288
Med,San1,119.6321489
Med,San2,100.2208004
Med,SV1,73.38838319
Med,SV2,157.5523741
Med,SV3,52.50235748
Med,San_F,57.8315
Med,San_J,86.51301932
Med,JMH,95.99564467
Med,Duit,88.65896993
Med,Nar,70.98439451
Med,Ller,103.08575
Med,Urib,3.02675
Med,Mede,92.57889891
Med,Padu,105.4090464
Yum,Disin,107.6869684
Yum,Quimi,100.8881423
Yum,Phar,36.655
Yum,Alc,104.5970729
Yum,Occ,1.3635
Yum,Car,132.3388376
Yum,Lib,153.0227725
Yum,Cal,63.5545
Yum,Fab,118.3105
Yum,Mul,79.5005
Yum,Sab,71.09190606
Yum,Boy,114.8746398
Yum,Med,103.5728923
Yum,Yum,0
Yum,Cart,43.90125
Yum,Iba,117.1119901
Yum,CV1,168.1343898
Yum,CV2,96.64197646
Yum,CV3,92.30696657
Yum,Oli1,134.7436989
Yum,Oli2,109.6414793
Yum,Oli3,94.65262048
Yum,Disf,103.8555729
Yum,Audi,104.7609684
Yum,Caf1,112.9745981
Yum,Caf2,64.55741111
Yum,Caf3,86.10507958
Yum,Col1,102.8363923
Yum,Col2,111.4559684
Yum,Col3,63.4035
Yum,Comp1,106.2682184
Yum,Comp2,7.547
Yum,Comp3,107.1192184
Yum,Sura1,112.0776423
Yum,Sura2,50.30075
Yum,San1,111.7994005
Yum,San2,30.5805
Yum,SV1,111.595053
Yum,SV2,165.6546989
Yum,SV3,78.06035071
Yum,San_F,105.3925
Yum,San_J,35.80775
Yum,JMH,104.52025
Yum,Duit,126.8656398
Yum,Nar,97.56275
Yum,Ller,116.3854901
Yum,Urib,101.34225
Yum,Mede,106.4327184
Yum,Padu,50.20325
Cart,Disin,92.964
Cart,Quimi,57.60475
Cart,Phar,77.76825
Cart,Alc,103.4535366
Cart,Occ,45.36325
Cart,Car,136.144312
Cart,Lib,151.8792361
Cart,Cal,20.06725
Cart,Fab,128.795278
Cart,Mul,118.642
Cart,Sab,69.94836971
Cart,Boy,113.7311034
Cart,Med,60.14875
Cart,Yum,44.13125
Cart,Cart,0
Cart,Iba,78.04325
Cart,CV1,166.8778125
Cart,CV2,85.9595876
Cart,CV3,85.317241
Cart,Oli1,138.5491733
Cart,Oli2,113.4469537
Cart,Oli3,101.0091713
Cart,Disf,102.7120366
Cart,Audi,93.49075
Cart,Caf1,116.7800725
Cart,Caf2,68.36288554
Cart,Caf3,59.00075561
Cart,Col1,59.4125
Cart,Col2,90.78725
Cart,Col3,19.91625
Cart,Comp1,92.8275
Cart,Comp2,50.42275
Cart,Comp3,93.37175
Cart,Sura1,68.654
Cart,Sura2,6.8135
Cart,San1,115.6048749
Cart,San2,56.463
Cart,SV1,110.4515167
Cart,SV2,169.4601733
Cart,SV3,103.9428507
Cart,San_F,61.57925
Cart,San_J,76.92075
Cart,JMH,129.3172503
Cart,Duit,125.7221034
Cart,Nar,108.047528
Cart,Ller,77.4615
Cart,Urib,57.855
Cart,Mede,94.13275
Cart,Padu,88.3315
Iba,Disin,49.631
Iba,Quimi,82.6485
Iba,Phar,98.78475
Iba,Alc,127.2917866
Iba,Occ,66.37975
Iba,Car,117.6376015
Iba,Lib,146.7047128
Iba,Cal,43.9055
Iba,Fab,152.633528
Iba,Mul,53.07775
Iba,Sab,93.78661971
Iba,Boy,86.1225
Iba,Med,85.1925
Iba,Yum,65.148
Iba,Cart,37.09975
Iba,Iba,0
Iba,CV1,138.232
Iba,CV2,79.15783701
Iba,CV3,87.99176102
Iba,Oli1,120.0424628
Iba,Oli2,94.94024319
Iba,Oli3,96.60089528
Iba,Disf,126.5502866
Iba,Audi,47.70325
Iba,Caf1,98.27336201
Iba,Caf2,49.85617503
Iba,Caf3,69.37563687
Iba,Col1,84.45625
Iba,Col2,53.11025
Iba,Col3,43.7545
Iba,Comp1,48.36975
Iba,Comp2,71.4395
Iba,Comp3,49.687
Iba,Sura1,93.117
Iba,Sura2,31.55275
Iba,San1,72.061
Iba,San2,77.4795
Iba,SV1,134.2897667
Iba,SV2,150.9534628
Iba,SV3,84.72848805
Iba,San_F,92.267
Iba,San_J,97.9375
Iba,JMH,110.8105398
Iba,Duit,97.6625
Iba,Nar,131.885778
Iba,Ller,0.6195
Iba,Urib,82.8985
Iba,Mede,48.38
Iba,Padu,83.3005
CV1,Disin,89.96875
CV1,Quimi,126.9807199
CV1,Phar,146.4011704
CV1,Alc,122.49225
CV1,Occ,166.9128898
CV1,Car,180.4062459
CV1,Lib,172.2384847
CV1,Cal,147.0656034
CV1,Fab,151.4540137
CV1,Mul,165.0772463
CV1,Sab,97.18448369
CV1,Boy,53.40175
CV1,Med,129.6654699
CV1,Yum,167.763398
CV1,Cart,160.0453916
CV1,Iba,138.3095
CV1,CV1,0
CV1,CV2,77.56647826
CV1,CV3,65.24845719
CV1,Oli1,170.7327661
CV1,Oli2,157.4950492
CV1,Oli3,120.5527323
CV1,Disf,121.9495
CV1,Audi,91.8055
CV1,Caf1,123.38575
CV1,Caf2,112.6248195
CV1,Caf3,112.1192239
CV1,Col1,128.9289699
CV1,Col2,87.3585
CV1,Col3,147.5606034
CV1,Comp1,91.196
CV1,Comp2,160.006148
CV1,Comp3,93.17375
CV1,Sura1,138.1702199
CV1,Sura2,161.2043534
CV1,San1,65.85525
CV1,San2,171.8875795
CV1,SV1,137.6876306
CV1,SV2,181.2972407
CV1,SV3,128.2012473
CV1,San_F,150.7471319
CV1,San_J,147.2631704
CV1,JMH,169.3744521
CV1,Duit,41.26875
CV1,Nar,135.283642
CV1,Ller,137.583
CV1,Urib,127.4689699
CV1,Mede,91.3235
CV1,Padu,169.7082939
CV2,Disin,83.0095935
CV2,Quimi,83.23912739
CV2,Phar,101.2589104
CV2,Alc,103.5757005
CV2,Occ,105.9076683
CV2,Car,123.8943754
CV2,Lib,105.5552241
CV2,Cal,74.59154422
CV2,Fab,96.15815258
CV2,Mul,87.51076804
CV2,Sab,113.0353636
CV2,Boy,99.53483603
CV2,Med,85.92387739
CV2,Yum,106.7516683
CV2,Cart,94.56129422
CV2,Iba,98.94729627
CV2,CV1,96.95809783
CV2,CV2,0
CV2,CV3,77.02631575
CV2,Oli1,102.9933596
CV2,Oli2,93.93737539
CV2,Oli3,90.19571542
CV2,Disf,102.8342005
CV2,Audi,83.5523435
CV2,Caf1,96.23539869
CV2,Caf2,120.5396162
CV2,Caf3,34.55274562
CV2,Col1,85.18737739
CV2,Col2,87.5818435
CV2,Col3,74.03204422
CV2,Comp1,81.5908435
CV2,Comp2,98.99441829
CV2,Comp3,84.0008435
CV2,Sura1,94.42862739
CV2,Sura2,88.02504422
CV2,San1,102.8383039
CV2,San2,128.2287703
CV2,SV1,104.7280689
CV2,SV2,130.3304268
CV2,SV3,121.2420908
CV2,San_F,96.7965479
CV2,San_J,102.0205969
CV2,JMH,102.3755749
CV2,Duit,87.25433603
CV2,Nar,102.0329189
CV2,Ller,99.56679627
CV2,Urib,83.72737739
CV2,Mede,82.43258326
CV2,Padu,101.5804615
CV3,Disin,90.74752632
CV3,Quimi,93.94358836
CV3,Phar,81.15271325
CV3,Alc,91.36635915
CV3,Occ,101.6709409
CV3,Car,122.203592
CV3,Lib,106.9900275
CV3,Cal,82.99020713
CV3,Fab,86.2055565
CV3,Mul,135.9990147
CV3,Sab,64.14735212
CV3,Boy,83.98844494
CV3,Med,94.32791268
CV3,Yum,102.5149409
CV3,Cart,94.79693445
CV3,Iba,97.80679002
CV3,CV1,81.56057149
CV3,CV2,85.58479528
CV3,CV3,0
CV3,Oli1,105.4843089
CV3,Oli2,92.24659204
CV3,Oli3,95.20815372
CV3,Disf,91.95935915
CV3,Audi,87.82152632
CV3,Caf1,138.5846952
CV3,Caf2,111.5779324
CV3,Caf3,112.1429299
CV3,Col1,95.89183836
CV3,Col2,87.7963539
CV3,Col3,82.43070713
CV3,Comp1,89.32877632
CV3,Comp2,94.75769086
CV3,Comp3,90.17977632
CV3,Sura1,89.02294638
CV3,Sura2,96.42370713
CV3,San1,115.3922763
CV3,San2,118.2518269
CV3,SV1,83.07491963
CV3,SV2,116.0487835
CV3,SV3,128.9800236
CV3,San_F,98.44622927
CV3,San_J,82.01471325
CV3,JMH,104.1259949
CV3,Duit,95.97944494
CV3,Nar,102.2465104
CV3,Ller,97.08029002
CV3,Urib,94.43183836
CV3,Mede,89.49327632
CV3,Padu,118.6554633
Oli1,Disin,111.9121193
Oli1,Quimi,138.3893527
Oli1,Phar,134.1271443
Oli1,Alc,142.0982833
Oli1,Occ,133.930924
Oli1,Car,61.382
Oli1,Lib,26.66225
Oli1,Cal,128.9292646
Oli1,Fab,167.4400247
Oli1,Mul,173.068891
Oli1,Sab,108.5931164
Oli1,Boy,147.9776193
Oli1,Med,141.0741027
Oli1,Yum,135.165674
Oli1,Cart,143.9066121
Oli1,Iba,121.337141
Oli1,CV1,176.4964495
Oli1,CV2,92.69402366
Oli1,CV3,94.93587803
Oli1,Oli1,0
Oli1,Oli2,90.714
Oli1,Oli3,94.11102016
Oli1,Disf,141.3567833
Oli1,Audi,108.9861193
Oli1,Caf1,117.199749
Oli1,Caf2,68.78256202
Oli1,Caf3,115.9643711
Oli1,Col1,140.3376027
Oli1,Col2,115.6811193
Oli1,Col3,128.3697646
Oli1,Comp1,110.4933693
Oli1,Comp2,140.130424
Oli1,Comp3,111.3443693
Oli1,Sura1,149.5788527
Oli1,Sura2,142.3627646
Oli1,San1,116.0245514
Oli1,San2,163.452424
Oli1,SV1,75.583
Oli1,SV2,30.911
Oli1,SV3,143.3907138
Oli1,San_F,123.7252783
Oli1,San_J,134.9891443
Oli1,JMH,129.7369268
Oli1,Duit,158.1662279
Oli1,Nar,146.6922747
Oli1,Ller,120.610641
Oli1,Urib,138.8776027
Oli1,Mede,110.6578693
Oli1,Padu,171.6298943
Oli2,Disin,84.15605927
Oli2,Quimi,104.392
Oli2,Phar,106.3710843
Oli2,Alc,125.8224426
Oli2,Occ,106.174864
Oli2,Car,29.957
Oli2,Lib,111.14275
Oli2,Cal,96.86509587
Oli2,Fab,158.2596168
Oli2,Mul,145.312831
Oli2,Sab,134.1882362
Oli2,Boy,120.2215593
Oli2,Med,101.546
Oli2,Yum,107.409614
Oli2,Cart,116.1505521
Oli2,Iba,93.581081
Oli2,CV1,154.4394914
Oli2,CV2,75.14990031
Oli2,CV3,83.02193284
Oli2,Oli1,89.1675
Oli2,Oli2,0
Oli2,Oli3,112.4692671
Oli2,Disf,125.0809426
Oli2,Audi,81.23005927
Oli2,Caf1,89.44368901
Oli2,Caf2,41.02650203
Oli2,Caf3,56.82629727
Oli2,Col1,102.9065
Oli2,Col2,87.92505927
Oli2,Col3,96.30559587
Oli2,Comp1,82.73730927
Oli2,Comp2,112.374364
Oli2,Comp3,83.58830927
Oli2,Sura1,105.82025
Oli2,Sura2,110.2985959
Oli2,San1,88.26849141
Oli2,San2,116.4291457
Oli2,SV1,109.30025
