a,b,c
Pha,OliM,953.191
Pha,Caf,1091.814
Pha,Dis,891.812
Pha,Cru,935.539
Pha,Col,545.764
Pha,OliB,1252.981
Pha,San,670.405
Pha,SurR,582.729
Pha,SurP,335.367
Pha,Com,575.641
Pha,Sal,1257.194
Pha,Aud,572.974
Pha,SanF,555.734
Pha,UnivSJ,3.448
Pha,JosM,280.215
Pha,RegD,773.867
Pha,UnivDN,247.275
Pha,Fed,476.11
Pha,Env,539.533
Pha,Bog,575.403
Pha,Hui,150.011
Pha,Azu,594.602
Pha,Eco,387.779
Pha,Pro,114.758
Fár,Cart,173.986
Fár,Bue,934.501
Fár,Dis,855.522
Fár,Qui,479.987
Fár,Alc,619.075
Fár,Rep,890.102
Fár,Pha,1019.722
Fár,Fár,0
Fár,Pas,326.335
Fár,Lab,665.522
Fár,Fab,1350.15
Fár,Mul,1040.906
Fár,Aer,854.975
Fár,Tun,780.987
Fár,Med,468.603
Fár,Yum,885.174
Fár,Car,710.944
Fár,Iba,848.913
Fár,OliM,119.836
Fár,Caf,703.272
Fár,Dis,621.379
Fár,Cru,980.481
Fár,Col,474.046
Fár,OliB,238.434
Fár,San,965.984
Fár,SurR,485.7
Fár,SurP,684.783
Fár,Com,854.975
Fár,Sal,318.964
Fár,Aud,857.781
Fár,SanF,698.957
Fár,UnivSJ,1016.332
Fár,JosM,1357.501
Fár,RegD,815.405
Fár,UnivDN,1263.352
Fár,Fed,846.585
Fár,Env,479.738
Fár,Bog,859.33
Fár,Hui,1161.796
Fár,Azu,846.815
Fár,Eco,664.918
Fár,Pro,910.34
Pas,Cart,232.901
Pas,Bue,1276.518
Pas,Dis,945.996
Pas,Qui,803.643
Pas,Alc,555.089
Pas,Rep,1232.118
Pas,Pha,1361.738
Pas,Fár,326.165
Pas,Pas,0
Pas,Lab,974.841
Pas,Fab,1692.167
Pas,Mul,1168.064
Pas,Aer,982.133
Pas,Tun,826.718
Pas,Med,792.259
Pas,Yum,1227.191
Pas,Car,1052.961
Pas,Iba,976.071
Pas,OliM,443.492
Pas,Caf,639.287
Pas,Dis,557.394
Pas,Cru,1026.212
Pas,Col,797.702
Pas,OliB,106.345
Pas,San,1093.142
Pas,SurR,809.356
Pas,SurP,1026.8
Pas,Com,982.133
Pas,Sal,254.978
Pas,Aud,984.939
Pas,SanF,1022.613
Pas,UnivSJ,1358.349
Pas,JosM,1484.659
Pas,RegD,861.136
Pas,UnivDN,1605.369
Pas,Fed,973.743
Pas,Env,803.394
Pas,Bog,951.414
Pas,Hui,1288.954
Pas,Azu,973.973
Pas,Eco,974.115
Pas,Pro,1252.357
Lab,Cart,836.731
Lab,Bue,306.273
Lab,Dis,296.02
Lab,Qui,187.475
Lab,Alc,509.872
Lab,Rep,261.874
Lab,Pha,391.493
Lab,Fár,665.08
Lab,Pas,964.337
Lab,Lab,0
Lab,Fab,721.922
Lab,Mul,428.33
Lab,Aer,297.651
Lab,Tun,426.52
Lab,Med,197.65
Lab,Yum,256.946
Lab,Car,82.716
Lab,Iba,236.337
Lab,OliM,602.133
Lab,Caf,707.865
Lab,Dis,507.862
Lab,Cru,637.763
Lab,Col,194.706
Lab,OliB,1009.898
Lab,San,407.619
Lab,SurR,231.671
Lab,SurP,56.555
Lab,Com,295.473
Lab,Sal,873.244
Lab,Aud,298.127
Lab,SanF,303.384
Lab,UnivSJ,388.104
Lab,JosM,662.954
Lab,RegD,472.687
Lab,UnivDN,635.124
Lab,Fed,234.01
Lab,Env,188.475
Lab,Bog,301.669
Lab,Hui,433.747
Lab,Azu,287.313
Lab,Eco,1.98
Lab,Pro,282.112
Fab,Cart,1524.559
Fab,Bue,590.059
Fab,Dis,855.44
Fab,Qui,875.303
Fab,Alc,1230.592
Fab,Rep,478.664
Fab,Pha,332.729
Fab,Fár,1352.908
Fab,Pas,1685.057
Fab,Lab,725.153
Fab,Fab,0
Fab,Mul,541.955
Fab,Aer,855.665
Fab,Tun,1002.455
Fab,Med,885.479
Fab,Yum,482.041
Fab,Car,646.54
Fab,Iba,754.252
Fab,OliM,1289.961
Fab,Caf,1428.584
Fab,Dis,1228.581
Fab,Cru,1210.294
Fab,Col,882.534
Fab,OliB,1589.751
Fab,San,945.16
Fab,SurR,919.499
Fab,SurP,672.137
Fab,Com,850.396
Fab,Sal,1593.964
Fab,Aud,847.729
Fab,SanF,892.504
Fab,UnivSJ,336.177
Fab,JosM,226.014
Fab,RegD,1048.622
Fab,UnivDN,83.115
Fab,Fed,750.866
Fab,Env,876.303
Fab,Bog,850.158
Fab,Hui,486.781
Fab,Azu,869.357
Fab,Eco,724.549
Fab,Pro,451.528
Mul,Cart,1271.944
Mul,Bue,517.491
Mul,Dis,313.593
Mul,Qui,617.521
Mul,Alc,702.557
Mul,Rep,317.733
Mul,Pha,271.225
Mul,Fár,1042.097
Mul,Pas,1157.022
Mul,Lab,427.767
Mul,Fab,541.48
Mul,Mul,0
Mul,Aer,313.817
Mul,Tun,460.607
Mul,Med,606.137
Mul,Yum,323.339
Mul,Car,355.972
Mul,Iba,212.405
Mul,OliM,979.149
Mul,Caf,900.549
Mul,Dis,700.546
Mul,Cru,668.447
Mul,Col,609.17
Mul,OliB,1202.582
Mul,San,403.313
Mul,SurR,563.724
Mul,SurP,333.783
Mul,Com,308.549
Mul,Sal,1065.929
Mul,Aud,305.882
Mul,SanF,576.64
Mul,UnivSJ,267.835
Mul,JosM,317.179
Mul,RegD,506.775
Mul,UnivDN,460.205
Mul,Fed,209.018
Mul,Env,613.869
Mul,Bog,308.311
Mul,Hui,121.474
Mul,Azu,327.51
Mul,Eco,427.042
Mul,Pro,308.068
Aer,Cart,1085.596
Aer,Bue,505.571
Aer,Dis,12.963
Aer,Qui,431.173
Aer,Alc,440.972
Aer,Rep,461.171
Aer,Pha,590.791
Aer,Fár,855.749
Aer,Pas,970.674
Aer,Lab,293.852
Aer,Fab,855.393
Aer,Mul,314.496
Aer,Aer,0
Aer,Tun,158.16
Aer,Med,419.789
Aer,Yum,456.244
Aer,Car,344.051
Aer,Iba,200.485
Aer,OliM,792.801
Aer,Caf,567.883
Aer,Dis,438.801
Aer,Cru,369.403
Aer,Col,422.822
Aer,OliB,1016.235
Aer,San,118.178
Aer,SurR,377.376
Aer,SurP,321.863
Aer,Com,6.987
Aer,Sal,879.581
Aer,Aud,9.976
Aer,SanF,564.72
Aer,UnivSJ,587.402
Aer,JosM,631.091
Aer,RegD,204.328
Aer,UnivDN,774.118
Aer,Fed,197.098
Aer,Env,427.521
Aer,Bog,10.682
Aer,Hui,435.387
Aer,Azu,23.477
Aer,Eco,293.127
Aer,Pro,481.41
Tun,Cart,931.208
Tun,Bue,657.075
Tun,Dis,155.326
Tun,Qui,431.505
Tun,Alc,284.608
Tun,Rep,612.676
Tun,Pha,742.296
Tun,Fár,879.721
Tun,Pas,816.286
Tun,Lab,433.124
Tun,Fab,1006.898
Tun,Mul,466.001
Tun,Aer,168.146
Tun,Tun,0
Tun,Med,420.121
Tun,Yum,607.749
Tun,Car,495.556
Tun,Iba,351.989
Tun,OliM,718.055
Tun,Caf,411.519
Tun,Dis,282.437
Tun,Cru,213.039
Tun,Col,425.564
Tun,OliB,861.847
Tun,San,269.218
Tun,SurR,516.648
Tun,SurP,473.368
Tun,Com,160.235
Tun,Sal,725.193
Tun,Aud,162.672
Tun,SanF,650.475
Tun,UnivSJ,738.907
Tun,JosM,782.596
Tun,RegD,47.964
Tun,UnivDN,925.622
Tun,Fed,348.603
Tun,Env,431.256
Tun,Bog,160.744
Tun,Hui,586.892
Tun,Azu,144.885
Tun,Eco,432.399
Tun,Pro,632.915
Med,Cart,639.692
Med,Bue,466.87
Med,Dis,421.28
Med,Qui,12.356
Med,Alc,382.633
Med,Rep,422.471
Med,Pha,552.09
Med,Fár,468.042
Med,Pas,837.098
Med,Lab,197.891
Med,Fab,882.519
Med,Mul,606.663
Med,Aer,420.732
Med,Tun,420.091
Med,Med,0
Med,Yum,417.543
Med,Car,243.313
Med,Iba,414.67
Med,OliM,405.094
Med,Caf,580.625
Med,Dis,380.622
Med,Cru,619.585
Med,Col,6.722
Med,OliB,704.884
Med,San,531.741
Med,SurR,51.457
Med,SurP,217.152
Med,Com,420.733
Med,Sal,746.004
Med,Aud,423.539
Med,SanF,231.326
Med,UnivSJ,548.701
Med,JosM,923.258
Med,RegD,454.51
Med,UnivDN,795.721
Med,Fed,412.343
Med,Env,12.107
Med,Bog,425.087
Med,Hui,727.554
Med,Azu,412.572
Med,Eco,197.287
Med,Pro,442.709
Yum,Cart,1053.624
Yum,Bue,122.322
Yum,Dis,545.805
Yum,Qui,404.368
Yum,Alc,759.657
Yum,Rep,5.454
Yum,Pha,146.62
Yum,Fár,881.974
Yum,Pas,1214.122
Yum,Lab,254.218
Yum,Fab,477.049
Yum,Mul,318.002
Yum,Aer,547.436
Yum,Tun,676.305
Yum,Med,414.544
Yum,Yum,0
Yum,Car,175.605
Yum,Iba,486.122
Yum,OliM,819.026
Yum,Caf,957.65
Yum,Dis,757.647
Yum,Cru,887.548
Yum,Col,411.599
Yum,OliB,1118.816
Yum,San,657.404
Yum,SurR,448.565
Yum,SurP,201.203
Yum,Com,545.258
Yum,Sal,1123.029
Yum,Aud,547.912
Yum,SanF,421.57
Yum,UnivSJ,143.231
Yum,JosM,418.081
Yum,RegD,722.472
Yum,UnivDN,390.251
Yum,Fed,483.795
Yum,Env,405.369
Yum,Bog,551.454
Yum,Hui,200.813
Yum,Azu,537.098
Yum,Eco,253.614
Yum,Pro,30.188
Car,Cart,879.676
Car,Bue,225.852
Car,Dis,371.856
Car,Qui,230.419
Car,Alc,585.708
Car,Rep,181.453
Car,Pha,311.073
Car,Fár,708.025
Car,Pas,1040.173
Car,Lab,80.269
Car,Fab,641.501
Car,Mul,504.166
Car,Aer,373.487
Car,Tun,502.356
Car,Med,240.595
Car,Yum,176.525
Car,Car,0
Car,Iba,312.173
Car,OliM,645.077
Car,Caf,783.701
Car,Dis,583.698
Car,Cru,713.599
Car,Col,237.65
Car,OliB,944.867
Car,San,483.455
Car,SurR,274.616
Car,SurP,27.254
Car,Com,371.31
Car,Sal,949.08
Car,Aud,373.963
Car,SanF,246.317
Car,UnivSJ,307.683
Car,JosM,582.534
Car,RegD,548.523
Car,UnivDN,554.703
Car,Fed,309.846
Car,Env,231.42
Car,Bog,377.505
Car,Hui,353.326
Car,Azu,363.149
Car,Eco,79.665
Car,Pro,201.691
Iba,Cart,1080.687
Iba,Bue,309.918
Iba,Dis,199.105
Iba,Qui,426.265
Iba,Alc,511.301
Iba,Rep,265.519
Iba,Pha,395.139
Iba,Fár,850.84
Iba,Pas,965.766
Iba,Lab,175.622
Iba,Fab,725.567
Iba,Mul,212.892
Iba,Aer,199.329
Iba,Tun,346.119
Iba,Med,414.881
Iba,Yum,260.592
Iba,Car,148.399
Iba,Iba,0
Iba,OliM,787.893
Iba,Caf,709.293
Iba,Dis,509.29
Iba,Cru,553.959
Iba,Col,417.914
Iba,OliB,1011.326
Iba,San,288.825
Iba,SurR,372.468
Iba,SurP,126.211
Iba,Com,194.06
Iba,Sal,874.672
Iba,Aud,191.394
Iba,SanF,369.068
Iba,UnivSJ,391.75
Iba,JosM,529.487
Iba,RegD,392.286
Iba,UnivDN,638.77
Iba,Fed,2.478
Iba,Env,422.613
Iba,Bog,193.823
Iba,Hui,333.783
Iba,Azu,213.022
Iba,Eco,175.018
Iba,Pro,285.758
OliM,Cart,280.503
OliM,Bue,872.082
OliM,Dis,793.103
OliM,Qui,417.568
OliM,Alc,681.109
OliM,Rep,827.683
OliM,Pha,957.302
OliM,Fár,119.828
OliM,Pas,444.571
OliM,Lab,603.103
OliM,Fab,1287.731
OliM,Mul,978.486
OliM,Aer,792.555
OliM,Tun,718.567
OliM,Med,406.184
OliM,Yum,822.755
OliM,Car,648.525
OliM,Iba,786.493
OliM,OliM,0
OliM,Caf,821.509
OliM,Dis,679.099
OliM,Cru,918.062
OliM,Col,411.626
OliM,OliB,356.67
OliM,San,903.564
OliM,SurR,423.281
OliM,SurP,622.364
OliM,Com,792.556
OliM,Sal,437.201
OliM,Aud,795.362
OliM,SanF,636.538
OliM,UnivSJ,953.913
OliM,JosM,1295.081
OliM,RegD,752.986
OliM,UnivDN,1200.933
OliM,Fed,784.166
OliM,Env,417.319
OliM,Bog,796.91
OliM,Hui,1099.377
OliM,Azu,784.396
OliM,Eco,602.499
OliM,Pro,847.921
Caf,Cart,744.203
Caf,Bue,1009.719
Caf,Dis,559.728
Caf,Qui,592.473
Caf,Alc,201.56
Caf,Rep,965.319
Caf,Pha,1094.939
Caf,Fár,692.716
Caf,Pas,629.282
Caf,Lab,708.042
Caf,Fab,1425.368
Caf,Mul,901.265
Caf,Aer,572.548
Caf,Tun,413.459
Caf,Med,581.089
Caf,Yum,960.392
Caf,Car,786.162
Caf,Iba,709.272
Caf,OliM,810.043
Caf,Caf,0
Caf,Dis,201.003
Caf,Cru,493.777
Caf,Col,586.532
Caf,OliB,674.842
Caf,San,673.62
Caf,SurR,598.186
Caf,SurP,760.001
Caf,Com,564.637
Caf,Sal,538.188
Caf,Aud,567.074
Caf,SanF,811.443
Caf,UnivSJ,1091.55
Caf,JosM,1217.86
Caf,RegD,364.543
Caf,UnivDN,1338.57
Caf,Fed,706.944
Caf,Env,592.224
Caf,Bog,565.146
Caf,Hui,1022.155
Caf,Azu,549.286
Caf,Eco,707.316
Caf,Pro,985.558
Dis,Cart,661.727
Dis,Bue,809.215
Dis,Dis,434.161
Dis,Qui,391.969
Dis,Alc,2.966
Dis,Rep,764.815
Dis,Pha,894.435
Dis,Fár,610.241
Dis,Pas,546.806
Dis,Lab,507.538
Dis,Fab,1224.864
Dis,Mul,700.76
Dis,Aer,446.981
Dis,Tun,284.838
Dis,Med,380.585
Dis,Yum,759.888
Dis,Car,585.658
Dis,Iba,508.768
Dis,OliM,727.567
Dis,Caf,200.958
Dis,Dis,0
Dis,Cru,484.332
Dis,Col,386.028
Dis,OliB,592.366
Dis,San,548.053
Dis,SurR,397.682
Dis,SurP,559.497
Dis,Com,439.07
Dis,Sal,455.712
Dis,Aud,441.507
Dis,SanF,610.939
Dis,UnivSJ,891.046
Dis,JosM,1017.356
Dis,RegD,319.256
Dis,UnivDN,1138.066
Dis,Fed,506.44
Dis,Env,391.72
Dis,Bog,439.579
Dis,Hui,821.651
Dis,Azu,391.766
Dis,Eco,506.812
Dis,Pro,785.054
Cru,Cart,1136.569
Cru,Bue,858.805
Cru,Dis,359.875
Cru,Qui,636.866
Cru,Alc,489.969
Cru,Rep,814.405
Cru,Pha,944.025
Cru,Fár,1085.082
Cru,Pas,1021.647
Cru,Lab,637.674
Cru,Fab,1208.627
Cru,Mul,667.73
Cru,Aer,372.695
Cru,Tun,213.607
Cru,Med,625.482
Cru,Yum,809.478
Cru,Car,697.285
Cru,Iba,553.719
Cru,OliM,923.416
Cru,Caf,493.543
Cru,Dis,487.798
Cru,Cru,0
Cru,Col,630.924
Cru,OliB,1067.208
Cru,San,263.421
Cru,SurR,721.197
Cru,SurP,675.097
Cru,Com,364.784
Cru,Sal,930.554
Cru,Aud,367.222
Cru,SanF,917.954
Cru,UnivSJ,940.636
Cru,JosM,984.325
Cru,RegD,165.075
Cru,UnivDN,1127.352
Cru,Fed,550.332
Cru,Env,636.617
Cru,Bog,365.294
Cru,Hui,788.621
Cru,Azu,349.434
Cru,Eco,636.948
Cru,Pro,834.644
Col,Cart,650.81
Col,Bue,463.1
Col,Dis,424.31
Col,Qui,8.586
Col,Alc,388.475
Col,Rep,418.701
Col,Pha,548.321
Col,Fár,473.884
Col,Pas,842.94
Col,Lab,194.121
Col,Fab,878.749
Col,Mul,609.694
Col,Aer,423.763
Col,Tun,425.933
Col,Med,6.454
Col,Yum,413.774
Col,Car,239.543
Col,Iba,417.701
Col,OliM,410.936
Col,Caf,586.467
Col,Dis,386.464
Col,Cru,625.427
Col,Col,0
Col,OliB,710.726
Col,San,534.772
Col,SurR,38.837
Col,SurP,213.383
Col,Com,423.763
Col,Sal,751.846
Col,Aud,426.569
Col,SanF,227.556
Col,UnivSJ,544.931
Col,JosM,926.289
Col,RegD,460.352
Col,UnivDN,791.951
Col,Fed,415.373
Col,Env,7.023
Col,Bog,428.105
Col,Hui,730.584
Col,Azu,415.603
Col,Eco,193.517
Col,Pro,438.94
OliB,Cart,123.644
OliB,Bue,1177.519
OliB,Dis,993.35
OliB,Qui,723.006
OliB,Alc,602.444
OliB,Rep,1133.12
OliB,Pha,1262.74
OliB,Fár,245.528
OliB,Pas,106.649
OliB,Lab,908.54
OliB,Fab,1593.169
OliB,Mul,1215.418
OliB,Aer,1029.487
OliB,Tun,874.075
OliB,Med,711.621
OliB,Yum,1128.193
OliB,Car,952.902
OliB,Iba,1023.423
OliB,OliM,362.856
OliB,Caf,686.641
OliB,Dis,604.748
OliB,Cru,1073.566
OliB,Col,717.064
OliB,OliB,0
OliB,San,1140.496
OliB,SurR,728.718
OliB,SurP,927.802
OliB,Com,1029.488
OliB,Sal,302.332
OliB,Aud,1032.294
OliB,SanF,941.976
OliB,UnivSJ,1259.351
OliB,JosM,1532.013
OliB,RegD,908.491
OliB,UnivDN,1506.371
OliB,Fed,1021.097
OliB,Env,722.756
OliB,Bog,998.756
OliB,Hui,1336.309
OliB,Azu,1021.327
OliB,Eco,907.936
OliB,Pro,1153.359
San,Cart,1166.34
San,Bue,596.02
San,Dis,118.606
San,Qui,545.834
San,Alc,548.432
San,Rep,551.621
San,Pha,681.241
San,Fár,970.409
San,Pas,1051.418
San,Lab,408.512
San,Fab,945.843
San,Mul,404.946
San,Aer,120.79
San,Tun,265.623
San,Med,538.86
San,Yum,546.694
San,Car,433.441
San,Iba,290.933
San,OliM,907.463
San,Caf,675.342
San,Dis,546.261
San,Cru,264.684
San,Col,535.515
San,OliB,1096.979
San,San,0
San,SurR,492.036
San,SurP,412.313
San,Com,116.593
San,Sal,960.325
San,Aud,112.854
San,SanF,655.17
San,UnivSJ,677.852
San,JosM,721.541
San,RegD,311.787
San,UnivDN,864.567
San,Fed,287.548
San,Env,542.181
San,Bog,115.562
San,Hui,525.837
San,Azu,138.137
San,Eco,407.787
San,Pro,571.86
SurR,Cart,658.632
SurR,Bue,499.429
SurR,Dis,380.352
SurR,Qui,44.915
SurR,Alc,401.572
SurR,Rep,455.03
SurR,Pha,584.649
SurR,Fár,486.981
SurR,Pas,856.037
SurR,Lab,230.45
SurR,Fab,915.078
SurR,Mul,565.736
SurR,Aer,379.805
SurR,Tun,510.856
SurR,Med,51.021
SurR,Yum,450.102
SurR,Car,274.812
SurR,Iba,373.739
SurR,OliM,424.037
SurR,Caf,599.564
SurR,Dis,399.561
SurR,Cru,722.096
SurR,Col,38.653
SurR,OliB,723.823
SurR,San,490.814
SurR,SurR,0
SurR,SurP,249.711
SurR,Com,379.805
SurR,Sal,764.943
SurR,Aud,382.611
SurR,SanF,263.885
SurR,UnivSJ,581.26
SurR,JosM,882.331
SurR,RegD,557.019
SurR,UnivDN,828.28
SurR,Fed,371.415
SurR,Env,43.351
SurR,Bog,384.147
SurR,Hui,686.626
SurR,Azu,371.645
SurR,Eco,229.846
SurR,Pro,475.268
SurP,Cart,853.639
SurP,Bue,251.499
SurP,Dis,345.82
SurP,Qui,204.383
SurP,Alc,559.672
SurP,Rep,207.099
SurP,Pha,336.719
SurP,Fár,681.988
SurP,Pas,1014.137
SurP,Lab,54.233
SurP,Fab,667.148
SurP,Mul,478.13
SurP,Aer,347.45
SurP,Tun,476.324
SurP,Med,214.559
SurP,Yum,202.172
SurP,Car,26.881
SurP,Iba,286.133
SurP,OliM,619.045
SurP,Caf,757.664
SurP,Dis,557.662
SurP,Cru,687.566
SurP,Col,211.614
SurP,OliB,918.831
SurP,San,457.419
SurP,SurR,248.579
SurP,SurP,0
SurP,Com,345.273
SurP,Sal,923.044
SurP,Aud,347.927
SurP,SanF,248.61
SurP,UnivSJ,333.33
SurP,JosM,608.18
SurP,RegD,522.487
SurP,UnivDN,580.35
SurP,Fed,283.809
SurP,Env,205.383
SurP,Bog,351.748
SurP,Hui,378.972
SurP,Azu,337.113
SurP,Eco,53.629
SurP,Pro,227.338
Com,Cart,1051.723
Com,Bue,500.121
Com,Dis,5.675
Com,Qui,431.661
Com,Alc,433.815
Com,Rep,455.722
Com,Pha,585.342
Com,Fár,856.236
Com,Pas,936.801
Com,Lab,294.34
Com,Fab,849.943
Com,Mul,309.047
Com,Aer,9.64
Com,Tun,151.011
Com,Med,420.277
Com,Yum,450.795
Com,Car,337.541
Com,Iba,195.03
Com,OliM,793.294
Com,Caf,560.726
Com,Dis,431.644
Com,Cru,362.25
Com,Col,423.31
Com,OliB,982.362
Com,San,114.894
Com,SurR,377.863
Com,SurP,316.413
Com,Com,0
Com,Sal,845.708
Com,Aud,7.846
Com,SanF,559.27
Com,UnivSJ,581.952
Com,JosM,625.642
Com,RegD,197.171
Com,UnivDN,768.668
Com,Fed,191.649
Com,Env,428.008
Com,Bog,5.221
Com,Hui,429.937
Com,Azu,23.964
Com,Eco,293.614
Com,Pro,475.961
Sal,Cart,370.689
Sal,Bue,1186.021
Sal,Dis,855.499
Sal,Qui,768.775
Sal,Alc,464.592
Sal,Rep,1141.622
Sal,Pha,1271.241
Sal,Fár,319.202
