a,b,c
1,18,24.83071119
1,19,4.248717694
1,20,24.90588282
1,21,8.881452643
1,22,16.50624993
1,23,24.53907432
1,24,24.53907432
1,25,17.92440146
1,26,13.48985784
1,27,15.59142372
1,28,8.685700482
1,29,11.00121894
1,30,10.12459881
1,31,16.3027516
1,32,20.94846972
1,33,19.44422231
1,34,21.20807652
1,35,55.91850508
1,36,12.8914713
1,37,2.532837915
1,38,18.96879692
1,39,20.91547311
1,40,10.24925925
1,41,8.881452643
1,42,5.974233556
1,43,24.93767362
1,44,2.108237626
1,45,26.14943558
1,46,11.36385131
1,47,13.47673229
1,48,17.73401677
1,49,2.108237626
1,50,9.789473684
1,51,39.54007097
1,52,4.938270731
1,53,6.673216354
1,54,13.3953566
1,55,14.40000768
1,56,15.24645054
1,57,4.977413486
1,58,3.80307818
1,59,31.79006862
1,60,24.93767362
1,61,2.108237626
1,62,20.66596142
1,63,13.3953566
1,64,13.3953566
1,65,20.66596142
1,66,13.13089824
1,67,20.09569956
1,68,20.66596142
1,69,8.459047989
1,70,26.14943558
1,71,20.09569956
1,72,22.42649014
1,73,22.3971744
1,74,7.781375191
1,75,5.508027978
1,76,25.28301887
1,77,4.923696686
1,78,22.45487935
1,79,4.923696686
1,80,11.333952
1,81,9.349128001
1,82,16.88974489
1,83,12.02999988
1,84,18.16352576
1,85,9.437302759
1,86,9.437302759
1,87,3.197123205
1,88,20.66596142
1,89,10.18667112
1,90,10.62349648
1,91,2.108237626
1,92,11.8240934
1,93,11.8240934
1,94,3.310762872
1,95,8.398403382
1,96,13.4674543
1,97,20.45944992
1,98,33.22601008
1,99,20.09569956
1,100,13.48985784
1,101,8.881567674
1,102,12.2259778
1,103,23.60998666
1,104,18.96879692
1,105,31.79006862
1,106,13.48985784
1,107,26.14943558
1,108,13.48985784
2,0,21.36071047
2,1,6.165936927
2,2,0
2,3,16.63495359
2,4,7.111226927
2,5,11.36118306
2,6,14.25690173
2,7,22.0297751
2,8,22.0297751
2,9,17.34953278
2,10,14.654552
2,11,21.36071047
2,12,13.55369054
2,13,54.34576911
2,14,25.41731237
2,15,3.547244456
2,16,24.63775186
2,17,9.538354165
2,18,19.36281258
2,19,2.441991459
2,20,20.09563859
2,21,8.395717602
2,22,21.66082546
2,23,19.01157642
2,24,19.01157642
2,25,21.26886435
2,26,17.51780003
2,27,17.73346258
2,28,7.04139602
2,29,16.87336957
2,30,16.23378
2,31,10.20204571
2,32,26.93021003
2,33,14.91569519
2,34,27.33715964
2,35,54.34576911
2,36,7.606397247
2,37,8.591446779
2,38,18.52304894
2,39,26.6073768
2,40,16.19488309
2,41,8.395717602
2,42,1.756449044
2,43,21.94302751
2,44,4.076295405
2,45,20.6871754
2,46,15.16661016
2,47,7.444808973
2,48,23.89985589
2,49,4.076295405
2,50,14.20787294
2,51,44.78443671
2,52,1.2484403
2,53,1.135292212
2,54,17.36890721
2,55,10.71748192
2,56,17.49913245
2,57,10.89155814
2,58,8.274405607
2,59,37.10329885
2,60,21.94302751
2,61,4.076295405
2,62,26.64760391
2,63,17.36890721
2,64,17.36890721
2,65,26.64760391
2,66,7.111226927
2,67,25.41731237
2,68,26.64760391
2,69,11.00574715
2,70,20.6871754
2,71,25.41731237
2,72,22.01895508
2,73,16.49000955
2,74,13.73418019
2,75,11.33553435
2,76,20.48534236
2,77,10.73168091
2,78,24.08385897
2,79,10.73168091
2,80,5.1681146
2,81,15.49709943
2,82,12.20795818
2,83,16.04547696
2,84,21.46006297
2,85,15.59607529
2,86,15.59607529
2,87,9.29040749
2,88,26.64760391
2,89,15.94183053
2,90,5.634940056
2,91,4.076295405
2,92,10.75653237
2,93,10.75653237
2,94,9.275053214
2,95,2.461848343
2,96,9.92413645
2,97,22.0297751
2,98,38.49902192
2,99,25.41731237
2,100,17.51780003
2,101,9.061330464
2,102,18.34611129
2,103,29.36386735
2,104,18.52304894
2,105,37.10329885
2,106,17.51780003
2,107,20.6871754
2,108,17.51780003
3,0,34.08473451
3,1,10.87000516
3,2,16.63495359
3,3,0
3,4,23.74601875
3,5,27.99162052
3,6,2.660318605
3,7,26.16333251
3,8,26.16333251
3,9,1.791958713
3,10,8.6468633
3,11,34.08473451
3,12,4.823324334
3,13,63.92442704
3,14,17.50935187
3,15,20.15765991
3,16,16.70498533
3,17,18.16174259
3,18,35.69654251
3,19,15.08153788
3,20,35.70012715
3,21,18.63083806
3,22,15.40334434
3,23,35.39855886
3,24,35.39855886
3,25,21.13057626
3,26,16.48602873
3,27,21.31570331
3,28,19.00428977
3,29,0.736842105
3,30,6.491938855
3,31,26.80180214
3,32,14.76453259
3,33,30.20354055
3,34,11.46819199
3,35,63.92442704
3,36,23.7536649
3,37,8.355766347
3,38,27.20478363
3,39,16.52873901
3,40,1.352379517
3,41,18.63083806
3,42,15.80006939
3,43,34.87157219
3,44,12.70508834
3,45,37.01638835
3,46,15.62668653
3,47,24.07961019
3,48,9.211508659
3,49,12.70508834
3,50,13.53058313
3,51,35.37002124
3,52,15.39730718
3,53,17.36468193
3,54,16.54204495
3,55,25.00553955
3,56,20.8870539
3,57,5.895286205
3,58,11.88604163
3,59,27.82548004
3,60,34.87157219
3,61,12.70508834
3,62,14.5244003
3,63,16.54204495
3,64,16.54204495
3,65,14.5244003
3,66,23.74601875
3,67,17.50935187
3,68,14.5244003
3,69,15.85362596
3,70,37.01638835
3,71,17.50935187
3,72,30.31335693
3,73,33.11444022
3,74,3.223054737
3,75,5.36728938
3,76,36.07230905
3,77,5.962565167
3,78,27.82054373
3,79,5.962565167
3,80,21.62827975
3,81,5.691858656
3,82,27.7063724
3,83,15.5963425
3,84,21.41318091
3,85,5.350793235
3,86,5.350793235
3,87,7.753732581
3,88,14.5244003
3,89,0.693123066
3,90,21.4920208
3,91,12.70508834
3,92,21.40494223
3,93,21.40494223
3,94,9.144268138
3,95,19.04363125
3,96,24.06236051
3,97,26.16333251
3,98,29.30707252
3,99,17.50935187
3,100,16.48602873
3,101,18.22843216
3,102,6.971221464
3,103,18.50805412
3,104,27.20478363
3,105,27.82548004
3,106,16.48602873
3,107,37.01638835
3,108,16.48602873
4,0,17.9334995
4,1,13.13089824
4,2,7.111226927
4,3,23.74601875
4,4,0
4,5,4.257679885
4,6,21.35078349
4,7,23.80135093
4,8,23.80135093
4,9,24.43305617
4,10,21.03771651
4,11,17.9334995
4,12,20.51256089
4,13,51.30853208
4,14,30.9518376
4,15,3.615826537
4,16,30.23521122
4,17,12.51580718
4,18,12.60048374
4,19,8.940799379
4,20,14.1227526
4,21,10.96078334
4,22,27.11893071
4,23,12.1920976
4,24,12.1920976
4,25,24.92983542
4,26,22.1141395
4,27,20.5319933
4,28,9.189721066
4,29,23.97842404
4,30,22.94156533
4,31,3.238529612
4,32,33.30819763
4,33,9.773965893
4,34,34.33389878
4,35,51.30853208
4,36,3.144544049
4,37,15.62675317
4,38,18.44386687
4,39,32.57059914
4,40,23.28784539
4,41,10.96078334
4,42,8.168331753
4,43,18.28677468
4,44,11.11166094
4,45,13.90781665
4,46,19.78246898
4,47,0.352733624
4,48,30.77654419
4,49,11.11166094
4,50,19.42895263
4,51,49.93371734
4,52,8.350051291
4,53,6.457690598
4,54,21.92793613
4,55,8.038007786
4,56,20.43395809
4,57,17.97821985
4,58,14.3375038
4,59,42.42686348
4,60,18.28677468
4,61,11.11166094
4,62,33.02794263
4,63,21.92793613
4,64,21.92793613
4,65,33.02794263
4,66,0
4,67,30.9518376
4,68,33.02794263
4,69,15.26988343
4,70,13.90781665
4,71,30.9518376
4,72,21.5795954
4,73,9.389989244
4,74,20.82149958
4,75,18.43604708
4,76,14.51149668
4,77,17.83217519
4,78,25.75342028
4,79,17.83217519
4,80,2.682762629
4,81,22.29856878
4,82,7.259533802
4,83,20.75695072
4,84,25.05972152
4,85,22.43350176
4,86,22.43350176
4,87,16.31430509
4,88,33.02794263
4,89,23.05289776
4,90,4.04507142
4,91,11.11166094
4,92,11.70280354
4,93,11.70280354
4,94,15.98323463
4,95,4.735224638
4,96,7.813423283
4,97,23.80135093
4,98,43.75302074
4,99,30.9518376
4,100,22.1141395
4,101,11.9579966
4,102,25.05487723
4,103,35.37373405
4,104,18.44386687
4,105,42.42686348
4,106,22.1141395
4,107,13.90781665
4,108,22.1141395
5,0,16.69014967
5,1,17.31478469
5,2,11.36118306
5,3,27.99162052
5,4,4.257679885
5,5,0
5,6,25.57698564
5,7,25.47719396
5,8,25.47719396
5,9,28.64970202
5,10,24.93833108
5,11,16.69014967
5,12,24.66545015
5,13,49.58255743
5,14,34.36866414
5,15,7.836209139
5,16,33.6894354
5,17,15.42797179
5,18,8.656139496
5,19,13.08618955
5,20,10.94851599
5,21,13.88010385
5,22,30.53977114
5,23,8.193827426
5,24,8.193827426
5,25,27.53372108
5,26,25.22822138
5,27,22.86070537
5,28,12.20979802
5,29,28.21379723
5,30,26.96971894
5,31,1.918364656
5,32,37.12878264
5,33,7.922740115
5,34,38.4861831
5,35,49.58255743
5,36,5.247318731
5,37,19.82766979
5,38,19.36476533
5,39,36.18652747
5,40,27.5123035
5,41,13.88010385
5,42,12.40965052
5,43,16.84960404
5,44,15.32785519
5,45,9.920671465
5,46,22.9681721
5,47,3.937483517
5,48,34.864073
5,49,15.32785519
5,50,22.87824201
5,51,53.0260273
5,52,12.59467669
5,53,10.65708249
5,54,25.02991273
5,55,8.815726985
5,56,22.83264417
5,57,22.20178989
5,58,18.22344469
5,59,45.65192055
5,60,16.84960404
5,61,15.32785519
5,62,36.85091831
5,63,25.02991273
5,64,25.02991273
5,65,36.85091831
5,66,4.257679885
5,67,34.36866414
5,68,36.85091831
5,69,18.48829405
5,70,9.920671465
5,71,34.36866414
5,72,22.10546447
5,73,5.132321134
5,74,25.04320072
5,75,22.66916863
5,76,11.31671577
5,77,22.06562425
5,78,27.30742118
5,79,22.06562425
5,80,6.69894028
5,81,26.37231186
5,82,6.268295959
5,83,23.95663486
5,84,27.63025956
5,85,26.5232985
5,86,26.5232985
5,87,20.50840293
5,88,36.85091831
5,89,27.29857576
5,90,7.308792596
5,91,15.32785519
5,92,13.82461755
5,93,13.82461755
5,94,20.05810696
5,95,8.953617926
5,96,9.054779135
5,97,25.47719396
5,98,46.93340566
5,99,34.36866414
5,100,25.22822138
5,101,14.89318446
5,102,29.07383856
5,103,38.99669551
5,104,19.36476533
5,105,45.65192055
5,106,25.22822138
5,107,9.920671465
5,108,25.22822138
6,0,31.4376314
6,1,8.331516333
6,2,14.25690173
6,3,2.660318605
6,4,21.35078349
6,5,25.57698564
6,6,0
6,7,23.95838097
6,8,23.95838097
6,9,3.107509487
6,10,6.720252815
6,11,31.4376314
6,12,2.466942345
6,13,61.50338306
6,14,16.86349332
6,15,17.74336453
6,16,16.02778826
6,17,15.5241747
6,18,33.15429775
6,19,12.57285197
6,20,33.0793839
6,21,15.97298704
6,22,14.28167246
6,23,32.86764065
6,24,32.86764065
6,25,19.26497059
6,26,14.52748479
6,27,19.04600289
6,28,16.34822747
6,29,2.674856521
6,30,5.227310516
6,31,24.45660563
6,32,15.16078318
6,33,27.57611525
6,34,13.2793011
6,35,61.50338306
6,36,21.22036718
6,37,5.799606858
6,38,24.67897446
6,39,16.38119779
6,40,1.937994695
6,41,15.97298704
6,42,13.56055429
6,43,32.2215684
6,44,10.25026447
6,45,34.4712377
6,46,13.42991223
6,47,21.68981203
6,48,10.37351558
6,49,10.25026447
6,50,11.32038014
6,51,35.44495775
6,52,13.01011146
6,53,14.92269654
6,54,14.55910739
6,55,22.3594817
6,56,18.62220704
6,57,3.375854275
6,58,9.231700167
6,59,27.77155664
6,60,32.2215684
6,61,10.25026447
6,62,14.8980635
6,63,14.55910739
6,64,14.55910739
6,65,14.8980635
6,66,21.35078349
6,67,16.86349332
6,68,14.8980635
6,69,13.30194236
6,70,34.4712377
6,71,16.86349332
6,72,27.84046275
6,73,30.68442168
6,74,0.566037736
6,75,2.927992479
6,76,33.44993223
6,77,3.52988725
6,78,25.68485072
6,79,3.52988725
6,80,19.33270897
6,81,4.212265665
6,82,25.09753826
6,83,13.5069805
6,84,19.54564903
6,85,3.950325724
6,86,3.950325724
6,87,5.163471455
6,88,14.8980635
6,89,2.049851851
6,90,18.94655973
6,91,10.25026447
6,92,18.7566587
6,93,18.7566587
6,94,6.484669792
6,95,16.62444203
6,96,21.41612913
6,97,23.95838097
6,98,29.25700884
6,99,16.86349332
6,100,14.52748479
6,101,15.58083628
6,102,6.476944806
6,103,18.6402944
6,104,24.67897446
6,105,27.77155664
6,106,14.52748479
6,107,34.4712377
6,108,14.52748479
7,0,15.97801665
7,1,20.45944992
7,2,22.0297751
7,3,26.16333251
7,4,23.80135093
7,5,25.47719396
7,6,23.95838097
7,7,0
7,8,0
7,9,25.14778826
7,10,17.56107724
7,11,15.97801665
7,12,21.4978753
7,13,38.22968047
7,14,16.80432575
7,15,22.23055275
7,16,16.69944029
7,17,12.49297903
7,18,27.01136084
7,19,20.12648043
7,20,23.83456362
7,21,13.70940544
7,22,14.52541422
7,23,27.15977307
7,24,27.15977307
7,25,6.617183002
7,26,10.0045794
7,27,4.986084265
7,28,15.32019523
7,29,25.70424738
7,30,20.10341108
7,31,26.14850233
7,32,23.01160572
7,33,20.08610832
7,34,29.61857191
7,35,38.22968047
7,36,20.86514105
7,37,21.18672145
7,38,7.023208852
7,39,20
7,40,24.84177514
7,41,13.70940544
7,42,23.45380047
7,43,16.79494041
7,44,21.02433175
7,45,27.84752974
7,46,10.54118813
7,47,24.04029993
7,48,25.59778293
7,49,21.02433175
7,50,12.64677395
7,51,30.50252122
7,52,21.77599762
7,53,21.23620246
7,54,9.887718231
7,55,16.68082465
7,56,5.388621054
7,57,22.50235292
7,58,16.78294861
7,59,24.44722566
7,60,16.79494041
7,61,21.02433175
7,62,22.84305713
7,63,9.887718231
7,64,9.887718231
7,65,22.84305713
7,66,23.80135093
7,67,16.80432575
7,68,22.84305713
7,69,12.00046862
7,70,27.84752974
7,71,16.80432575
7,72,7.070508965
7,73,28.24117602
7,74,23.54469998
7,75,23.02888707
7,76,24.00024294
7,77,22.8269702
7,78,2.054872042
7,79,22.8269702
7,80,24.52704153
7,81,20.62436377
7,82,19.83639492
7,83,10.61148137
7,84,6.418547867
7,85,20.97707122
7,86,20.97707122
7,87,21.17129458
7,88,22.84305713
7,89,25.79088877
7,90,19.91709192
7,91,21.02433175
7,92,12.12326253
7,93,12.12326253
7,94,18.94719992
7,95,21.87935209
7,96,16.43897634
7,97,0
7,98,25.32308889
7,99,16.80432575
7,100,10.0045794
7,101,12.97087209
7,102,20.92211336
7,103,22.15663509
7,104,7.023208852
7,105,24.44722566
7,106,10.0045794
7,107,27.84752974
7,108,10.0045794
8,0,15.97801665
8,1,20.45944992
8,2,22.0297751
8,3,26.16333251
8,4,23.80135093
8,5,25.47719396
8,6,23.95838097
8,7,0
8,8,0
8,9,25.14778826
8,10,17.56107724
8,11,15.97801665
8,12,21.4978753
8,13,38.22968047
8,14,16.80432575
8,15,22.23055275
8,16,16.69944029
8,17,12.49297903
8,18,27.01136084
8,19,20.12648043
8,20,23.83456362
8,21,13.70940544
8,22,14.52541422
8,23,27.15977307
8,24,27.15977307
8,25,6.617183002
8,26,10.0045794
8,27,4.986084265
8,28,15.32019523
8,29,25.70424738
8,30,20.10341108
8,31,26.14850233
8,32,23.01160572
8,33,20.08610832
8,34,29.61857191
8,35,38.22968047
8,36,20.86514105
8,37,21.18672145
8,38,7.023208852
8,39,20
8,40,24.84177514
8,41,13.70940544
8,42,23.45380047
8,43,16.79494041
8,44,21.02433175
8,45,27.84752974
8,46,10.54118813
8,47,24.04029993
8,48,25.59778293
8,49,21.02433175
8,50,12.64677395
8,51,30.50252122
8,52,21.77599762
8,53,21.23620246
8,54,9.887718231
8,55,16.68082465
8,56,5.388621054
8,57,22.50235292
8,58,16.78294861
8,59,24.44722566
8,60,16.79494041
8,61,21.02433175
8,62,22.84305713
8,63,9.887718231
8,64,9.887718231
8,65,22.84305713
8,66,23.80135093
8,67,16.80432575
8,68,22.84305713
8,69,12.00046862
8,70,27.84752974
8,71,16.80432575
8,72,7.070508965
8,73,28.24117602
8,74,23.54469998
8,75,23.02888707
8,76,24.00024294
8,77,22.8269702
8,78,2.054872042
8,79,22.8269702
8,80,24.52704153
8,81,20.62436377
8,82,19.83639492
8,83,10.61148137
8,84,6.418547867
8,85,20.97707122
8,86,20.97707122
8,87,21.17129458
8,88,22.84305713
8,89,25.79088877
8,90,19.91709192
8,91,21.02433175
8,92,12.12326253
8,93,12.12326253
8,94,18.94719992
8,95,21.87935209
8,96,16.43897634
8,97,0
8,98,25.32308889
8,99,16.80432575
8,100,10.0045794
8,101,12.97087209
8,102,20.92211336
8,103,22.15663509
8,104,7.023208852
8,105,24.44722566
8,106,10.0045794
8,107,27.84752974
8,108,10.0045794
9,0,33.84182557
9,1,11.35994232
9,2,17.34953278
9,3,1.791958713
9,4,24.43305617
9,5,28.64970202
9,6,3.107509487
9,7,25.14778826
9,8,25.14778826
9,9,0
9,10,7.594766096
9,11,33.84182557
9,12,4.445193399
9,13,63.10895033
9,14,15.78099852
9,15,20.82149958
9,16,14.98501572
9,17,17.91487129
9,18,36.13263512
9,19,15.60865897
9,20,35.9230604
9,21,18.52678474
9,22,13.81074953
9,23,35.85830265
9,24,35.85830265
9,25,19.86588708
9,26,15.31611614
9,27,20.38632273
9,28,19.06387043
9,29,1.056850607
9,30,5.140520965
9,31,27.55133243
9,32,12.98904234
9,33,30.40643906
9,34,10.2074208
9,35,63.10895033
9,36,24.21888964
9,37,8.83102048
9,38,26.6093824
9,39,14.74167272
9,40,1.197051681
9,41,18.52678474
9,42,16.66798262
9,43,34.64736989
9,44,13.32331238
9,45,37.44546849
9,46,14.66489546
9,47,24.77368193
9,48,7.586411401
9,49,13.32331238
9,50,12.60682141
9,51,33.58111771
9,52,16.10168995
9,53,17.99262061
9,54,15.38979703
9,55,25.1261109
9,56,19.95480469
9,57,6.458036093
9,58,11.79668033
9,59,26.03352441
9,60,34.64736989
9,61,13.32331238
9,62,12.74641381
9,63,15.38979703
9,64,15.38979703
9,65,12.74641381
9,66,24.43305617
9,67,15.78099852
9,68,12.74641381
9,69,15.36972375
9,70,37.44546849
9,71,15.78099852
9,72,29.61551014
9,73,33.74801028
9,74,3.615826537
9,75,6.033762429
9,76,36.28874672
9,77,6.634074111
9,78,26.73583821
9,79,6.634074111
9,80,22.43694642
9,81,4.52350015
9,82,27.9794698
9,83,14.53788182
9,84,20.14841608
9,85,4.170833215
9,86,4.170833215
9,87,8.165459916
9,88,12.74641381
9,89,2.137661742
9,90,21.93578036
9,91,13.32331238
9,92,21.20168714
9,93,21.20168714
9,94,9.166066406
9,95,19.70179582
9,96,24.18395408
9,97,25.14778826
9,98,27.51511794
9,99,15.78099852
9,100,15.31611614
9,101,18.03576211
9,102,5.294944764
9,103,16.71804435
9,104,26.6093824
9,105,26.03352441
9,106,15.31611614
9,107,37.44546849
9,108,15.31611614
10,0,27.10492087
10,1,8.828700991
10,2,14.654552
10,3,8.6468633
10,4,21.03771651
10,5,24.93833108
10,6,6.720252815
10,7,17.56107724
10,8,17.56107724
10,9,7.594766096
10,10,0
10,11,27.10492087
10,12,4.327696943
10,13,55.53852399
10,14,11.48840655
10,15,17.56351297
10,16,10.6486189
10,17,11.53867167
10,18,31.34984441
10,19,12.32409959
10,20,30.4204738
10,21,12.54682697
10,22,8.215402733
10,23,31.16695975
10,24,31.16695975
10,25,12.556314
10,26,7.853044935
10,27,12.79592749
10,28,13.5882127
10,29,8.15285692
10,30,2.786014783
10,31,24.27610419
10,32,12.30195701
10,33,24.94906874
10,34,14.49334021
10,35,55.53852399
10,36,19.92282019
10,37,7.250759322
10,38,19.28736883
10,39,12.08831183
10,40,7.307012976
10,41,12.54682697
10,42,14.76544199
10,43,27.94436104
10,44,10.84701578
10,45,32.61285985
10,46,7.073023497
10,47,21.39022361
10,48,10.44854371
10,49,10.84701578
10,50,5.039042029
10,51,30.8557696
10,52,13.52379517
10,53,14.84046803
10,54,7.901518201
10,55,19.55527318
10,56,12.36410411
10,57,6.747402536
10,58,6.716282849
10,59,23.09055716
10,60,27.94436104
10,61,10.84701578
10,62,12.02005213
10,63,7.901518201
10,64,7.901518201
10,65,12.02005213
10,66,21.03771651
10,67,11.48840655
10,68,12.02005213
10,69,8.491218521
10,70,32.61285985
10,71,11.48840655
10,72,22.15516176
10,73,29.77559864
10,74,6.436133378
10,75,7.011128612
10,76,30.75963732
10,77,7.167834854
10,78,19.18280853
10,79,7.167834854
10,80,19.70581972
10,81,3.077441613
10,82,22.82395968
10,83,6.961443148
10,84,12.83776378
10,85,3.428568485
10,86,3.428568485
10,87,6.698596022
10,88,12.02005213
10,89,8.339748989
10,90,17.68522867
10,91,10.84701578
10,92,14.8014394
10,93,14.8014394
10,94,5.517938119
10,95,16.51289625
10,96,18.65145697
10,97,17.56107724
10,98,24.54559777
10,99,11.48840655
10,100,7.853044935
10,101,11.81245055
10,102,4.494770033
10,103,14.78461333
10,104,19.28736883
10,105,23.09055716
10,106,7.853044935
10,107,32.61285985
10,108,7.853044935
11,0,0
11,1,24.21895316
11,2,21.36071047
11,3,34.08473451
11,4,17.9334995
11,5,16.69014967
11,6,31.4376314
11,7,15.97801665
11,8,15.97801665
11,9,33.84182557
11,10,27.10492087
11,11,0
11,12,29.41796429
11,13,33.40107214
11,14,31.41051834
11,15,19.04151174
11,16,31.06523951
11,17,15.93531925
11,18,13.3966915
11,19,21.07171981
11,20,9.252992998
11,21,15.51788485
11,22,28.22681232
11,23,13.76720773
11,24,13.76720773
11,25,21.5227992
11,26,22.37148201
11,27,17.00187647
11,28,15.5442844
11,29,33.9353571
11,30,29.86498052
11,31,18.31597953
11,32,36.66989494
11,33,8.780934097
11,34,41.42365484
11,35,33.40107214
11,36,15.07856441
11,37,26.31373676
11,38,9.341235824
11,39,34.29361068
11,40,33.04174366
11,41,15.51788485
11,42,23.10817294
11,43,0.874767653
11,44,23.29980028
11,45,13.74783766
11,46,21.17658673
11,47,17.93802307
11,48,37.27901526
11,49,23.29980028
11,50,22.56706391
11,51,46.47269324
11,52,22.00887112
11,53,20.22578022
11,54,22.16519008
11,55,10.69141552
11,56,17.29639523
11,57,28.59471779
11,58,22.21096376
11,59,40.33110981
11,60,0.874767653
11,61,23.29980028
11,62,36.44364689
11,63,22.16519008
11,64,22.16519008
11,65,36.44364689
11,66,17.9334995
11,67,31.41051834
11,68,36.44364689
11,69,18.63521652
11,70,13.74783766
11,71,31.41051834
11,72,9.302605922
11,73,16.59510483
11,74,30.8858415
11,75,29.1970838
11,76,9.255684499
11,77,28.71536197
11,78,16.86090733
11,79,28.71536197
11,80,20.18423373
11,81,29.85257995
11,82,10.76600705
11,83,21.92670554
11,84,21.43896051
11,85,30.15490938
11,86,30.15490938
11,87,26.72635751
11,88,36.44364689
11,89,33.48617765
11,90,16.08873791
11,91,23.29980028
11,92,12.68108242
11,93,12.68108242
11,94,24.97666408
11,95,19.5424816
11,96,11.43941868
11,97,15.97801665
11,98,41.26021239
11,99,31.41051834
11,100,22.37148201
11,101,15.85685733
11,102,31.5138293
11,103,36.82541634
11,104,9.341235824
11,105,40.33110981
11,106,22.37148201
11,107,13.74783766
11,108,22.37148201
12,0,29.41796429
12,1,7.397759295
12,2,13.55369054
12,3,4.823324334
12,4,20.51256089
12,5,24.66545015
12,6,2.466942345
12,7,21.4978753
12,8,21.4978753
12,9,4.445193399
12,10,4.327696943
12,11,29.41796429
12,12,0
12,13,59.12036706
12,14,15.07655845
12,15,16.9019496
12,16,14.2305536
12,17,13.4843101
12,18,31.89607475
12,19,11.58157656
12,20,31.5491646
12,21,14.08180567
12,22,12.21103951
12,23,31.64209928
12,24,31.64209928
12,25,16.82939545
12,26,12.07874558
12,27,16.59569419
12,28,14.64686949
12,29,4.550263822
12,30,3.473781442
12,31,23.69687505
12,32,14.24846495
12,33,26.028682
12,34,13.82291502
12,35,59.12036706
12,36,20.04307323
12,37,5.001809348
12,38,22.38393536
12,39,14.98074742
12,40,3.645831113
12,41,14.08180567
12,42,13.1514843
12,43,30.21905524
12,44,9.477939051
12,45,33.20104671
12,46,10.96533593
12,47,20.86023516
12,48,10.36783302
12,49,9.477939051
12,50,8.855940019
12,51,34.05642795
12,52,12.31533226
12,53,14.05936618
12,54,12.10585901
12,55,20.7206242
12,56,16.17060581
12,57,3.218066689
12,58,7.358490566
12,59,26.32100754
12,60,30.21905524
12,61,9.477939051
12,62,13.97262926
12,63,12.10585901
12,64,12.10585901
12,65,13.97262926
12,66,20.51256089
12,67,15.07655845
12,68,13.97262926
12,69,11.0476097
12,70,33.20104671
12,71,15.07655845
12,72,25.49234456
12,73,29.71361443
12,74,2.117501107
12,75,3.195083097
12,76,31.91149931
12,77,3.595356774
12,78,23.21866257
12,79,3.595356774
12,80,18.71703637
12,81,2.435668
12,82,23.64271406
12,83,11.04175002
12,84,17.10928388
12,85,2.347132007
12,86,2.347132007
12,87,4.296459196
12,88,13.97262926
12,89,4.347381596
12,90,17.75175986
12,91,9.477939051
12,92,16.76449159
12,93,16.76449159
12,94,4.791560526
12,95,15.78728758
12,96,19.78010161
12,97,21.4978753
12,98,27.80063318
12,99,15.07655845
